Please,Sms,Account,Customer,Card,Email,Apple,Details,Update,Iphone,Online,Bank,Link,Message,Call,Store,Today,Nationwide,Refund,Due,size,email,http,phone,character,misspell,noun,pronoun,adjective,verb,adverb,preposition,conjunction,ari,fleashease,fleashgrade,gunning,smong,coleman,level
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,15,6,1,1,2,2,2,1,-3.88,126.16,-2.6,2.8,3,-2.56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,2,0,1,0,1,0,0,2.48,88,3.72,8.04,8.48,4.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,20,2,1,0,2,1,0,0,-4.77,129.16,-3.27,2.4,3,-3.65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,10,3,2,1,1,3,3,0,2.14,89,3.58,7.88,8.48,3.87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165,0,0,0,0,34.62,4,0,0,1,0,4,0,7.47,82.2,5.77,7.65,6.87,8.46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,60,3,0,0,0,1,0,0,-4.48,124.69,-2.15,3.2,3,-3.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,36.36,4,2,1,2,0,2,0,-1.11,103.04,0.63,11.37,9.71,0.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,16.67,1,2,0,1,2,0,0,3.34,107.01,2.06,6,3,3.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,50,1,1,5,0,1,0,0,-4.98,124.85,-2.91,2,3,-4.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,25,2,2,1,0,0,1,0,-7.12,132.54,-3.99,2,3,-6.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,25,3,2,1,0,1,2,0,-3.24,115.13,-1.06,2.8,3,-1.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,15.38,3,2,1,1,1,3,0,3.35,106,2.45,8.9,8.48,3.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,40,3,1,1,1,0,1,0,-0.44,122.06,-0.54,5.2,3,0.02,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,16.67,4,1,0,1,1,1,0,-1.98,126.41,-2.63,2.8,3,-0.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,15.38,2,1,2,0,0,2,0,7.18,74.27,6.88,11.4,10.75,8.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,27.27,6,1,0,1,0,0,0,-5.82,145.34,-5.27,2.8,3,-4.94,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,33.33,2,2,1,0,0,0,0,-4.53,118.17,-2.23,1.6,3,-4.14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,100,2,0,0,0,0,0,0,-5.74,151,-6.56,2,3,-5.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,20.69,9,0,4,3,2,1,1,3.5,90.13,4.66,6.4,3,3.49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,62.5,5,0,1,0,0,0,0,-2.41,101.78,0.31,5.64,6.87,-0.91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33.33,2,1,0,0,1,0,0,-5.42,122.5,-1.59,3.6,3,-4.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,18.18,4,1,1,1,0,0,0,-1.37,129.57,-1.09,6,3,-2.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,31.71,13,2,3,4,0,1,0,-4.16,132.22,-2.45,5.31,5.74,-3.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,33.33,9,2,2,2,0,1,0,0.5,99.64,2.59,6.68,6.87,0.96,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,28.57,2,2,0,1,0,0,0,-6.68,142.54,-5.38,2,3,-6.49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,20,3,1,0,1,2,0,0,-1.52,122.06,-0.54,5.2,3,-1.34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,7.14,6,5,2,2,1,2,1,5.7,87.49,5.03,8.9,8.48,6.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,20,3,0,0,1,0,0,0,-3.69,129.16,-3.27,2.4,3,-2.29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,75,4,0,0,0,0,0,0,5.62,103.04,0.63,8.51,8.48,9.36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,40,3,0,0,0,0,0,0,-4.71,139.32,-5.18,1.6,3,-4.89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,27.27,4,0,0,1,0,2,0,-1.88,103.13,0.37,8.55,8.48,-0.03,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,18.18,3,2,1,1,0,0,0,-1.45,109.09,-0.22,2.8,3,0.53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,57.14,2,0,1,0,0,2,1,0.53,86.7,3.65,4,3,2.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,27.27,2,1,1,2,0,0,0,1.72,108.03,1.67,8.46,8.48,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,28.57,1,0,0,2,1,0,0,1,95.17,2.47,8,8.48,2.99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,23.08,10,2,1,2,0,1,0,-3.04,127.42,-3.02,2.4,3,-1.56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,28.57,3,2,0,2,2,3,0,4.25,95.03,4.23,9.15,8.48,3.92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,22.22,3,1,0,1,0,1,0,-1.3,124.16,-1.08,4.8,3,-0.63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,33.33,3,0,0,0,0,1,0,-1.23,122.5,-1.59,3.6,3,0.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,28.57,5,0,1,2,0,1,1,-4.71,148.95,-5.53,3.2,3,-3.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,14.29,2,3,0,1,2,0,1,-1.94,114.11,-0.67,3.2,3,-0.27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,33.33,3,1,0,0,0,1,0,-2.8,103.7,1.03,8.04,8.48,-1.46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,50,3,0,1,1,0,0,0,-7.14,136.97,-4.85,1.6,3,-7.41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,50,1,1,0,0,0,0,0,-1.78,139.3,-4.43,2.8,3,0.11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,40,4,0,0,0,1,2,0,-5.5,142.18,-5.08,2.4,3,-4.56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,10.34,6,2,0,1,0,6,1,4.23,100.87,3.17,6.4,3,4.16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,22.22,1,0,2,2,0,2,0,-2.09,117.11,-0.09,4.8,3,-1.61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,14.81,4,3,0,3,4,2,1,2.71,101.37,2.85,6,3,3.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,10.53,5,3,1,2,1,0,0,4,102.57,4.67,9.2,3,0.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,15.38,4,1,0,1,0,1,2,5.41,106,2.45,6.4,3,5.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,20.83,1,1,6,2,3,0,0,6.55,97.96,6.3,12.28,8.48,1.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,23.33,5,2,1,5,0,2,0,-3.32,116.68,-1.03,3.2,3,-1.94,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,2,1,0,0,1,0,0,-3.89,124.69,-2.15,3.2,3,-2.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,33.33,1,0,0,0,0,0,0,-4.89,122.5,-1.59,3.6,3,-4.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,33.33,3,0,2,0,0,1,0,-2.73,109.09,-0.47,2.4,3,-1.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,20,3,3,0,3,1,1,0,7.98,75.77,7.16,11.64,10.75,8.06,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,27.78,7,3,1,1,3,2,2,4.81,106.25,4.15,9.2,3,1.33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,60,3,0,0,0,2,0,0,0.82,114.11,-0.67,3.2,3,3.27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33.33,1,1,0,1,0,0,0,-5.42,131.9,-2.9,3.6,3,-4.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,33.33,5,0,0,0,0,2,2,2.23,124.16,-1.08,4.8,3,3.79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,33.33,4,0,1,0,0,0,0,2.96,94.3,2.34,8.04,8.48,5.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,100,1,0,0,0,0,0,0,-11.19,160.47,-8.13,1.6,3,-12.99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,7.69,5,7,0,5,1,1,0,-1.73,120.96,-1.87,2.8,3,0.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,33.33,2,0,0,1,0,0,0,-3.32,131.9,-2.9,3.6,3,-2.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,23.33,8,5,1,3,3,3,2,13.58,82.75,10.16,14.78,8.48,5.84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,15,5,2,1,2,1,3,2,6.66,98.89,5.18,9.2,3,3.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,40,2,1,0,1,0,0,0,-1.53,124.69,-2.15,3.2,3,0.33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,22.22,2,2,0,1,0,1,0,-2.09,131.21,-2.06,4.8,3,-1.61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,42.86,2,1,1,1,0,0,0,-0.89,112.08,0.11,4,3,0.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,42.86,5,0,0,1,0,0,0,-4.66,137.47,-3.43,4,3,-4.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,25,5,1,1,0,1,1,1,-1.67,109.49,-0.27,2.8,3,0.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,11.76,2,2,0,0,1,2,1,5.29,101.94,4.01,12,10.75,3.61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,25,3,1,2,0,0,0,0,-2.23,111.07,0.5,4.4,3,-1.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,10.71,3,4,1,2,1,5,1,12,79.85,9.82,13.69,8.48,5.65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,6.9,4,2,7,4,3,1,1,5.26,95.42,3.92,6.4,3,5.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,13.64,7,1,3,2,0,2,1,-0.78,99.22,0.91,7.2,7.74,1.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,11.11,6,3,1,2,2,5,0,1.46,115.47,0.88,6,3,1.44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,46.15,5,0,1,2,1,2,0,2.17,84.84,5.4,11.4,10.75,1.84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,25,4,0,0,0,0,1,0,-2.77,129,-2.25,4,3,-1.72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,57.14,2,0,0,0,0,1,0,-3.32,141.3,-4.21,3.6,3,-2.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,27.59,5,5,2,1,1,0,2,5.22,97.52,3.88,7.98,6.87,5.13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,33.33,1,2,0,1,1,0,0,-1.53,135.26,-3.62,3.2,3,0.33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,42.86,3,1,0,0,1,0,0,4.77,78.25,4.83,8,8.48,7.71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,30,4,1,1,1,1,0,0,-4.41,122.65,-2.36,2.4,3,-3.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,16,9,1,2,0,2,2,5,0.06,134.25,-3.23,3.6,3,2.02,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,40,1,1,1,1,0,0,0,-3.89,135.26,-3.62,3.2,3,-2.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,28.57,2,2,0,1,0,1,0,-1.83,120.55,-1.07,4,3,-0.54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,13.33,2,3,0,2,0,2,1,-0.97,113.1,-0.28,3.6,3,0.83,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,20,2,0,1,0,0,2,0,-1.15,109.64,-0.54,2.4,3,0.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,22.22,2,0,0,1,1,1,0,-5.69,132.28,-4.2,1.6,3,-6.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,33.33,2,0,1,0,0,0,1,-4.53,118.17,-2.23,1.6,3,-4.14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,80,4,0,1,0,0,0,0,6.12,71.81,5.23,8.2,8.48,9.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,14.29,1,1,3,0,0,1,1,1.66,89.23,2.8,7.91,8.48,4.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,11.76,3,2,2,2,2,3,1,6,80.78,6.96,12,10.75,4.49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,35,4,6,2,0,1,2,0,1.52,107.39,1.01,6.14,6.87,3.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,42.86,5,0,0,0,0,0,0,-2.3,120.55,-1.07,4,3,-1.13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,41.18,10,1,2,0,0,4,0,1.46,116.31,1.76,7.6,3,-0.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,26.09,7,1,1,2,2,1,2,7.87,95.84,6.35,11.94,8.48,3.43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,28.57,3,1,0,1,0,0,0,-6.21,134.08,-4.2,6,6.87,-5.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,11.76,3,2,2,1,3,1,0,-2.08,116.14,-1.45,2.4,3,-0.27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,13.79,3,7,2,2,4,0,0,-0.61,123,-1.41,5.29,6.16,0.87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,28.57,1,2,0,0,3,1,0,-1.36,103.63,1.29,8,8.48,0.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,26.67,3,0,4,0,0,1,1,5.1,103.97,3.23,7.2,3,4.46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,26.09,7,0,2,0,0,2,3,17.48,43.78,13.61,19.63,16.42,15.44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,17.86,6,3,0,1,1,5,2,11.35,73.89,10.9,15.3,10.75,4.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,36.36,4,1,1,1,1,0,0,-7.66,124.22,-3.07,1.6,3,-7.92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,22.22,2,1,0,0,2,0,0,-1.95,87.94,2.48,12.4,9.71,-0.18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,28.57,2,1,0,1,0,0,0,-1.03,108.7,-0.66,2,3,0.58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,25,4,2,0,1,0,1,0,2.71,112.65,1.27,6,3,3.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,18.75,9,0,1,2,1,0,2,11.87,58.42,9.83,11.81,10.75,12.38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,50,3,0,0,1,0,0,0,0.34,122.5,-1.59,3.6,3,2.46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,2,0,1,1,0,0,0,-3.89,124.69,-2.15,3.2,3,-2.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,25,3,1,1,0,1,1,0,0.77,103.38,1.57,8.04,8.48,2.36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,50,2,0,0,0,0,1,0,-2.45,127.22,-2.75,2.8,3,-0.73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,25,3,1,1,0,1,1,0,-0.52,111.07,0.5,4.4,3,0.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,2,1,1,0,0,0,0,-3.89,124.69,-2.15,3.2,3,-2.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,23.81,8,2,1,2,1,2,0,3.91,119.03,2.62,9.6,3,-0.36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,42.86,2,0,2,2,0,0,0,-4.18,137.47,-3.43,4,3,-3.49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,33.33,5,3,0,0,1,2,0,1.46,101.37,2.85,8.67,8.48,1.44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,12.5,6,0,0,2,1,1,1,-1.06,104.19,0.96,3.6,3,0.57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,40,2,1,0,0,0,0,0,-0.36,124.69,-2.15,3.2,3,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,20,2,1,1,1,0,1,0,-1.15,96.62,1.27,5.48,6.87,0.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,14.81,7,3,4,2,0,3,0,9.9,86.14,8.7,12,3,3.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,30,3,0,1,1,1,1,1,1.38,101.98,2.51,8.46,8.48,1.83,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,50,4,0,0,0,0,0,0,-2.45,127.22,-2.75,2.8,3,-0.73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,18.75,5,2,0,1,0,3,1,2.94,102.95,3.62,11.81,10.75,1.22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,33.33,4,0,1,0,0,1,1,-1.75,113.1,-0.28,8.04,8.48,-0.15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,25,4,1,0,1,0,1,0,-4.8,118.76,-0.57,4.4,3,-4.61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,21.43,4,1,0,0,0,1,2,4.32,94.56,4.54,9.42,8.48,3.48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,60,3,0,1,0,0,1,0,-3.89,145.84,-5.09,3.2,3,-2.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,23.53,12,1,8,0,1,3,0,-3.47,128.85,-2.97,2.8,3,-2.02,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,11.11,2,2,1,2,1,2,0,-0.88,107.07,0.06,4.7,6.16,1.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,22.22,1,1,1,1,0,0,0,-0.52,131.21,-2.06,4.8,3,0.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,50,3,0,0,0,0,0,0,-7.84,151.39,-6.12,2.8,3,-7.46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,8.11,7,1,6,1,1,2,2,0.35,101.42,1.1,5.2,6.46,2.68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,5.41,3,9,0,5,4,3,0,-2.72,135.67,-4.17,2.4,3,-1.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,23.53,3,1,0,1,1,1,0,0.15,112.93,-1.25,4,5.74,2.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,18.75,4,1,1,2,0,0,0,2.41,108.65,0.34,5.71,6.87,4.91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,9.38,7,3,0,5,1,2,2,-0.88,109.91,-0.83,3.14,5.24,1.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,27.78,6,1,2,2,2,1,0,5.22,96.89,4.96,10.3,8.48,2.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,20,1,2,2,0,2,0,0,-3.12,116.14,-1.45,2.4,3,-1.66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,40,4,1,1,1,0,1,2,0.65,128.56,-1.44,8.28,8.48,1.37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,16.67,5,1,1,0,0,1,1,12.89,95.19,8.43,13.6,3,4.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,80,4,0,0,0,0,0,0,-1.18,97.03,0.72,11.6,8.48,-0.48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,50,2,1,1,0,1,0,0,-4.89,122.5,-1.59,3.6,3,-4.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,18.18,3,5,1,4,3,1,1,-0.12,103.96,0.75,3.2,3,2.04,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,37.5,2,0,0,0,2,2,0,-0.09,111.07,0.5,8.04,8.48,1.28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,80,8,0,1,0,0,0,0,6.45,63.49,7.63,11.35,10.75,8.62,0
